"","V1","V2","V3","V4","V5","V6","V7","V8","V9","ID"
"PWMNAWEL","J79567","1","NS","T0","B0","0120","ZVBQY1N-6034","B9HH8.flitered","B9HH8","PWMNAWEL"
"PLLMEDWB","J79568","1","NS","T0","B0","0120","ZTMFN3O-05","B9HH8.flitered","B9HH8","PLLMEDWB"
"FECKNGWN","J79569","1","NS","T0","B0","0120","ZR47VBL-03","B9HH8.flitered","B9HH8","FECKNGWN"
"WABTPCBK","J79570","1","NS","T0","B0","0120","ZKFV71L-6012","B9HH8.flitered","B9HH8","WABTPCBK"
"EZURSLUS","J79571","1","NS","T0","B0","0120","ZY7IW45-09","B9HH8.flitered","B9HH8","EZURSLUS"
"GAVVTRJH","J79572","1","NS","T0","B0","0120","ZVBQY1N-6035","B9HH8.flitered","B9HH8","GAVVTRJH"
"LTOOTAKI","J79573","1","NS","T0","B0","0120","ZL9BTWF-6016","B9HH8.flitered","B9HH8","LTOOTAKI"
"JIWTPRFJ","J79574","1","NS","T0","B0","0120","ZTJ7L7Z-05","B9HH8.flitered","B9HH8","JIWTPRFJ"
"ALGLEJUD","J79575","1","NS","T0","B0","0120","ZPDABJR-6016","B9HH8.flitered","B9HH8","ALGLEJUD"
"VNHRHUXF","J79576","1","NS","T0","B0","0120","ZM7JY3G-12","B9GH6.flitered","B9GH6","VNHRHUXF"
"KCQBGZFH","J79577","1","NS","T0","B0","0120","ZLZQMEV-11","B9GH6.flitered","B9GH6","KCQBGZFH"
"HTUWPGSJ","J79578","1","NS","T0","B0","0120","ZW61YGW-07","B9HH8.flitered","B9HH8","HTUWPGSJ"
"PTCBPULI","J79579","1","NS","T0","B0","0120","ZKFV71L-6013","B9GH6.flitered","B9GH6","PTCBPULI"
"LYDLLQMZ","J79580","1","NS","T0","B0","0120","ZM8YXDM-11","B9GH6.flitered","B9GH6","LYDLLQMZ"
"LQWFIRQI","J79581","1","NS","T0","B0","0120","ZOZOW1T-7035","B9GH6.flitered","B9GH6","LQWFIRQI"
"CUCMXWGZ","J79582","1","NS","T0","B0","0120","ZR3WH7V-03","B9GH6.flitered","B9GH6","CUCMXWGZ"
"QHQGDJWK","J79583","1","NS","T0","B0","0120","ZN9YTFN-10","B9GH6.flitered","B9GH6","QHQGDJWK"
"LEFAEOFC","J79584","1","NS","T0","B0","0120","ZY39SN0-07","B9GH6.flitered","B9GH6","LEFAEOFC"
"ACDVGMTB","J79585","1","NS","T0","B0","0120","ZQMVU4Q-04","B9GH6.flitered","B9GH6","ACDVGMTB"
"IANYLFTD","J79586","1","NS","T0","B0","0120","ZPXU188-03","B9GH6.flitered","B9GH6","IANYLFTD"
"XFDMDEUO","J79587","1","NS","T0","B0","0120","ZUC2YGO-05","B9GH6.flitered","B9GH6","XFDMDEUO"
"BRGIUUNQ","J79588","1","NS","T0","B0","0120","ZS2DMX7-04","B9GH6.flitered","B9GH6","BRGIUUNQ"
"FEQSITPU","J79589","1","NS","T0","B0","0120","ZN0JE53-11","B9GH6.flitered","B9GH6","FEQSITPU"
"WMBJMZPJ","J79590","1","NS","T0","B0","0120","ZY9XQJP-09","B9GH6.flitered","B9GH6","WMBJMZPJ"
"NTDBKTLH","J79591","1","NS","T0","B0","0120","ZVBQY1N-6036","B9GH6.flitered","B9GH6","NTDBKTLH"
"SGTAXFTP","J79592","1","NS","T0","B0","0120","ZKFV71L-6014","B9GH6.flitered","B9GH6","SGTAXFTP"
"YRXTOHFD","J79593","1","NS","T0","B0","0120","ZSUQ08V-05","B9GH6.flitered","B9GH6","YRXTOHFD"
"SAIDVPKJ","J79594","1","NS","T0","B0","0120","ZKFV71L-6015","B9GH6.flitered","B9GH6","SAIDVPKJ"
"OEEHEDYL","J79595","1","NS","T0","B0","0120","ZOZOW1T-7036","B9HH8.flitered","B9HH8","OEEHEDYL"
"CHPPCGOB","J79596","1","NS","T0","B0","0120","ZUPAQVU-08","B9GH6.flitered","B9GH6","CHPPCGOB"
"BDZMLOYQ","J79597","1","NS","T0","B0","0120","ZUL3S6O-07","B9HH8.flitered","B9HH8","BDZMLOYQ"
"ZTBMMAVN","J79598","1","NS","T0","B0","0120","ZTXY83G-05","B9HH8.flitered","B9HH8","ZTBMMAVN"
"SCSEMHRD","J79599","1","NS","T0","B0","0120","ZKFV71L-6016","B9HH8.flitered","B9HH8","SCSEMHRD"
"HOXEORIT","J79600","1","NS","T0","B0","0120","ZOZOW1T-7037","B9HH8.flitered","B9HH8","HOXEORIT"
"HUSQXDFI","J79601","1","NS","T0","B0","0120","ZSMO1UM-03","B9HH8.flitered","B9HH8","HUSQXDFI"
"RWYBFFDZ","J79602","1","NS","T0","B0","0120","ZMBH10Z-08","B9HH8.flitered","B9HH8","RWYBFFDZ"
"JQWVZYYI","J79603","1","NS","T0","B0","0120","ZOZOW1T-7038","B9HH8.flitered","B9HH8","JQWVZYYI"
"DGDRBUYQ","J79604","1","NS","T0","B0","0120","ZNDMXI3-08","B9HH8.flitered","B9HH8","DGDRBUYQ"
"ARGZYDHO","J79605","1","NS","T0","B0","0120","ZJXC41N-11","B9GH6.flitered","B9GH6","ARGZYDHO"
"HOVQWQDI","J79606","1","NS","T0","B0","0120","ZN3TBJM-10","B9GH6.flitered","B9GH6","HOVQWQDI"
"WLEPVKNJ","J79607","1","NS","T0","B0","0120","ZTL5S2Y-1011","B9GH6.flitered","B9GH6","WLEPVKNJ"
"CSKULUHR","J79608","1","NS","T0","B0","0120","ZN3TBJM-2041","B9GH6.flitered","B9GH6","CSKULUHR"
"ZHDSMDZN","J79609","1","NS","T0","B0","0120","ZTL5S2Y-1012","B9GH6.flitered","B9GH6","ZHDSMDZN"
"WHXTOIJZ","J79610","1","NS","T0","B0","0120","ZPF36E2-03","B9GH6.flitered","B9GH6","WHXTOIJZ"
"HIYVPEUP","J79611","1","NS","T0","B0","0120","ZN3TBJM-2042","B9GH6.flitered","B9GH6","HIYVPEUP"
"LRQRNJPU","J79612","1","NS","T0","B0","0120","ZOZOW1T-1042","B9GH6.flitered","B9GH6","LRQRNJPU"
"GZYMLAOH","J79613","1","NS","T0","B0","0120","ZN3TBJM-2043","B9GH6.flitered","B9GH6","GZYMLAOH"
"KGORLRDH","J79614","1","NS","T0","B0","0120","ZTL5S2Y-1013","B9HH8.flitered","B9HH8","KGORLRDH"
"LJWPLRXE","J79615","1","NS","T0","B0","0120","ZLYEM2C-08","B9GH6.flitered","B9GH6","LJWPLRXE"
"WKUGAZLN","J79616","1","NS","T0","B0","0120","ZWCZHHY-09","B9GH6.flitered","B9GH6","WKUGAZLN"
"ZCDXBVPM","J79617","1","NS","T0","B0","0120","ZJOSZHK-01","B9GH6.flitered","B9GH6","ZCDXBVPM"
"WKHBARQA","J79618","1","NS","T0","B0","0120","ZOZOW1T-1043","B9GH6.flitered","B9GH6","WKHBARQA"
"DXOEGAFL","J79619","1","NS","T0","B0","0120","ZOBX723-07","B9GH6.flitered","B9GH6","DXOEGAFL"
"MSVJZRLG","J79620","1","NS","T0","B0","0120","ZL9BTWF-6021","B9GH6.flitered","B9GH6","MSVJZRLG"
"ZQYCTSOT","J79621","1","NS","T0","B0","0120","ZVNCGHM-10","B9GH6.flitered","B9GH6","ZQYCTSOT"
"EPQWNCQQ","J79622","1","NS","T0","B0","0120","ZVM4N7A-09","B9HH8.flitered","B9HH8","EPQWNCQQ"
"SCFYENJX","J79623","1","NS","T0","B0","0120","ZLPZS0H-14","B9GH6.flitered","B9GH6","SCFYENJX"
"DSLNHAUC","J79624","1","NS","T0","B0","0120","ZLZNCLZ-13","B9GH6.flitered","B9GH6","DSLNHAUC"
"ONONLGZH","J79625","1","NS","T0","B0","0120","ZYU89T9-08","B9GH6.flitered","B9GH6","ONONLGZH"
"RUHLGJTR","J79626","1","NS","T0","B0","0120","ZPEL6L3-02","B9GH6.flitered","B9GH6","RUHLGJTR"
"QZLYNJZT","J79627","1","NS","T0","B0","0120","ZJTKAE3-10","B9GH6.flitered","B9GH6","QZLYNJZT"
"APLLZZST","J79628","1","NS","T0","B0","0120","ZN3TBJM-2044","B9GH6.flitered","B9GH6","APLLZZST"
"YPRKDSBX","J79629","1","NS","T0","B0","0120","ZTL5S2Y-1014","B9GH6.flitered","B9GH6","YPRKDSBX"
"HJDHIZPD","J79630","1","NS","T0","B0","0120","ZRLZ98T-6031","B9GH6.flitered","B9GH6","HJDHIZPD"
"QUICTRSI","J79631","1","NS","T0","B0","0120","ZL9BTWF-6023","B9HH8.flitered","B9HH8","QUICTRSI"
"KCTBEQHD","J79632","1","NS","T0","B0","0120","ZOZOW1T-7039","B9GH6.flitered","B9GH6","KCTBEQHD"
"JRSLROBE","J79633","1","NS","T0","B0","0120","ZQFL1P3-6031","B9GH6.flitered","B9GH6","JRSLROBE"
"OZOKVUZA","J79634","1","NS","T0","B0","0120","ZL9BTWF-6024","B9GH6.flitered","B9GH6","OZOKVUZA"
"GZVQDLUY","J79635","1","NS","T0","B0","0120","ZN3TBJM-2045","B9GH6.flitered","B9GH6","GZVQDLUY"
"WXZIRPZG","J79636","1","NS","T0","B0","0120","ZUG7QHE-07","B9GH6.flitered","B9GH6","WXZIRPZG"
"TAUFIKRP","J79637","1","NS","T0","B0","0120","ZUF48YS-06","B9GH6.flitered","B9GH6","TAUFIKRP"
"HAZSIKWQ","J79638","1","NS","T0","B0","0120","ZTL5S2Y-06","B9GH6.flitered","B9GH6","HAZSIKWQ"
"RJATZNSR","J79639","1","NS","T0","B0","0120","ZY1ZKJY-10","B9HH8.flitered","B9HH8","RJATZNSR"
"AQTKXCRQ","J79640","1","NS","T0","B0","0120","ZKVR426-13","B9GH6.flitered","B9GH6","AQTKXCRQ"
"CYCQKIMG","J79641","1","NS","T0","B0","0120","ZOZOW1T-7040","B9GH6.flitered","B9GH6","CYCQKIMG"
"IPGVUZQJ","J79642","1","NS","T0","B0","0120","ZN9YTFN-11","B9GH6.flitered","B9GH6","IPGVUZQJ"
"OBFRVSGR","J79643","1","NS","T0","B0","0120","ZL9BTWF-6025","B9GH6.flitered","B9GH6","OBFRVSGR"
"OODTHRQL","J79644","1","NS","T0","B0","0120","ZLPRB8E-15","B9GH6.flitered","B9GH6","OODTHRQL"
"SCLBKBOU","J79645","1","NS","T0","B0","0120","ZQFL1P3-6032","B9GH6.flitered","B9GH6","SCLBKBOU"
"QEZUGTNQ","J79646","1","NS","T0","B0","0120","ZL63I8R-15","B9GH6.flitered","B9GH6","QEZUGTNQ"
"TCUFKBBI","J79647","1","NS","T0","B0","0120","ZY39SN0-08","B9GH6.flitered","B9GH6","TCUFKBBI"
"SXLTJHNJ","J79648","1","NS","T0","B0","0120","ZL9BTWF-6026","B9HH8.flitered","B9HH8","SXLTJHNJ"
"YCSVVVCN","J79649","1","NS","T0","B0","0120","ZQFL1P3-6033","B9HH8.flitered","B9HH8","YCSVVVCN"
"OUICUYOJ","J79650","1","NS","T0","B0","0120","ZK112BX-13","B9GH6.flitered","B9GH6","OUICUYOJ"
"VBSGGMOC","J79651","1","NS","T0","B0","0120","ZM7JY3G-13","B9GH6.flitered","B9GH6","VBSGGMOC"
"XNKOGWSJ","J79652","1","NS","T0","B0","0120","ZLZQMEV-12","B9GH6.flitered","B9GH6","XNKOGWSJ"
"FAPBACXL","J79653","1","NS","T0","B0","0120","ZTMFN3O-06","B9GH6.flitered","B9GH6","FAPBACXL"
"OCHIQTRD","J79654","1","NS","T0","B0","0120","ZQNZSQF-04","B9GH6.flitered","B9GH6","OCHIQTRD"
"PHWIEPPN","J79655","1","NS","T0","B0","0120","ZOZOW1T-7041","B9GH6.flitered","B9GH6","PHWIEPPN"
"AIIBZUIO","J79656","1","NS","T0","B0","0120","ZQFL1P3-6034","B9GH6.flitered","B9GH6","AIIBZUIO"
"NFDJUBMF","J79657","1","NS","T0","B0","0120","ZLGD9M0-15","B9HH8.flitered","B9HH8","NFDJUBMF"
"NUNVQWSV","J79658","1","NS","T0","B0","0120","ZYXQKWY-08","B9HH8.flitered","B9HH8","NUNVQWSV"
"CEPMZMNZ","J79659","1","NS","T0","B0","0120","ZUPAQVU-09","B9GH6.flitered","B9GH6","CEPMZMNZ"
"CIAKABQE","J79660","1","NS","T0","B0","0120","ZUC2YGO-06","B9GH6.flitered","B9GH6","CIAKABQE"
"PRLMUBZT","J79661","1","NS","T0","B0","0120","ZSMO1UM-04","B9GH6.flitered","B9GH6","PRLMUBZT"
"PAXYFKAG","J79662","1","NS","T0","B0","0120","ZQFL1P3-6035","B9GH6.flitered","B9GH6","PAXYFKAG"
"BDNTSKAQ","J79663","1","NS","T0","B0","0120","ZPDABJR-6031","B9GH6.flitered","B9GH6","BDNTSKAQ"
"FAZHOCPY","J79664","1","NS","T0","B0","0120","ZRB0F6P-6031","B9GH6.flitered","B9GH6","FAZHOCPY"
"DVAPHDRX","J79665","1","NS","T0","B0","0120","ZYHHR4Z-11","B9HH8.flitered","B9HH8","DVAPHDRX"
"XCWIKFHY","J79666","1","NS","T0","B0","0120","ZWLGEWL-06","B9HH8.flitered","B9HH8","XCWIKFHY"
"WFXZSWEF","J79667","1","NS","T0","B0","0120","ZTL5S2Y-1023","B9GH6.flitered","B9GH6","WFXZSWEF"
"LZQPCDKS","J79668","1","NS","T0","B0","0120","ZSQNUZ5-05","B9GH6.flitered","B9GH6","LZQPCDKS"
"GENYKQLJ","J79669","1","NS","T0","B0","0120","ZQFL1P3-6036","B9GH6.flitered","B9GH6","GENYKQLJ"
"VTBKSBIH","J79670","1","NS","T0","B0","0120","ZKFV71L-12","B9GH6.flitered","B9GH6","VTBKSBIH"
"JSXLDUUU","J79671","1","NS","T0","B0","0120","ZPDABJR-6032","B9GH6.flitered","B9GH6","JSXLDUUU"
"BQPTGBNW","J79672","1","NS","T0","B0","0120","ZRB0F6P-6032","B9GH6.flitered","B9GH6","BQPTGBNW"
"WHZAUOCC","J79673","1","NS","T0","B0","0120","ZN0JE53-12","B9GH6.flitered","B9GH6","WHZAUOCC"
"CJKMSOFB","J79674","1","NS","T0","B0","0120","ZS2DMX7-05","B9GH6.flitered","B9GH6","CJKMSOFB"
"KQPPVYCB","J79675","1","NS","T0","B0","0120","ZVC4YUG-04","B9HH8.flitered","B9HH8","KQPPVYCB"
"OUCZONLN","J79676","1","NS","T0","B0","0120","ZTXY83G-06","B9HH8.flitered","B9HH8","OUCZONLN"
"KKGJSKET","J79677","1","NS","T0","B0","0120","ZTJ7L7Z-06","B9GH6.flitered","B9GH6","KKGJSKET"
"TELFLCUS","J79678","1","NS","T0","B0","0120","ZPDABJR-6033","B9GH6.flitered","B9GH6","TELFLCUS"
"RISCHXPO","J79679","1","NS","T0","B0","0120","ZS78KHV-6031","B9GH6.flitered","B9GH6","RISCHXPO"
"RPYRFDWD","J79680","1","NS","T0","B0","0120","ZRB0F6P-6033","B9GH6.flitered","B9GH6","RPYRFDWD"
"HROVMWXY","J79682","1","NS","T0","B0","0120","ZTLIFAS-05","B9GH6.flitered","B9GH6","HROVMWXY"
"SJBCNEER","J79683","1","NS","T0","B0","0120","ZTL5S2Y-1024","B9GH6.flitered","B9GH6","SJBCNEER"
"RNHXHWLA","J79684","1","NS","T0","B0","0120","ZPDABJR-6036","B9GH6.flitered","B9GH6","RNHXHWLA"
"KHZDJNLA","J79685","1","NS","T0","B0","0120","ZS78KHV-6032","B9HH8.flitered","B9HH8","KHZDJNLA"
"SXLPVQAQ","J79686","1","NS","T0","B0","0120","ZRB0F6P-6034","B9HH8.flitered","B9HH8","SXLPVQAQ"
"TAOMXWFA","J79687","1","NS","T0","B0","0120","ZPDABJR-6037","B9HH8.flitered","B9HH8","TAOMXWFA"
"UPQBIJSR","J79688","1","NS","T0","B0","0120","ZRB0F6P-6035","B9HH8.flitered","B9HH8","UPQBIJSR"
"JCWTNING","J79689","1","NS","T0","B0","0120","ZPDABJR-6038","B9HH8.flitered","B9HH8","JCWTNING"
"SXMAUVZS","J79690","1","NS","T0","B0","0120","ZTL5S2Y-1025","B9HH8.flitered","B9HH8","SXMAUVZS"
"QSLEHRPC","J79691","1","NS","T0","B0","0120","ZS78KHV-6033","B9HH8.flitered","B9HH8","QSLEHRPC"
"BJZWAPEP","J79692","1","NS","T0","B0","0120","ZRB0F6P-6036","B9HH8.flitered","B9HH8","BJZWAPEP"
"ZJIHFHDM","J79693","1","NS","T0","B0","0120","ZS78KHV-6034","B9HH8.flitered","B9HH8","ZJIHFHDM"
"WWXQIWVO","J79694","1","NS","T0","B0","0120","ZKFV71L-6021","B9HH8.flitered","B9HH8","WWXQIWVO"
"YJGUMWSS","J79695","1","NS","T0","B0","0120","ZOZOW1T-7042","B9HH8.flitered","B9HH8","YJGUMWSS"
"TIPVWNXJ","J79696","1","NS","T0","B0","0120","ZOBX723-08","B9HH8.flitered","B9HH8","TIPVWNXJ"
"YJQDBLPG","J79697","1","NS","T0","B0","0120","ZS78KHV-6035","B9HH8.flitered","B9HH8","YJQDBLPG"
"DOMATMWV","J79698","1","NS","T0","B0","0120","ZVM4N7A-10","B9HH8.flitered","B9HH8","DOMATMWV"
"GXCRFWFP","J79699","1","NS","T0","B0","0120","ZLPZS0H-15","B9HH8.flitered","B9HH8","GXCRFWFP"
"BJGDMPBD","J79700","1","NS","T0","B0","0120","ZKFV71L-6022","B9HH8.flitered","B9HH8","BJGDMPBD"
"IMLTMVPE","J79701","1","NS","T0","B0","0120","ZPF36E2-04","B9HH8.flitered","B9HH8","IMLTMVPE"
"SJJWHLSB","J79702","1","NS","T0","B0","0120","ZY1ZKJY-11","B9HH8.flitered","B9HH8","SJJWHLSB"
"QEOUQDYQ","J79703","1","NS","T0","B0","0120","ZS78KHV-6036","B9HH8.flitered","B9HH8","QEOUQDYQ"
"OPKGBBDH","J79704","1","NS","T0","B0","0120","ZTL8083-02","B9HH8.flitered","B9HH8","OPKGBBDH"
"LUQIYGEG","J79705","1","NS","T0","B0","0120","ZKFV71L-6023","B9HH8.flitered","B9HH8","LUQIYGEG"
"XGALPWLN","J79706","1","NS","T0","B0","0120","ZM8YXDM-12","B9HH8.flitered","B9HH8","XGALPWLN"
"QDMCJSZL","J79707","1","NS","T0","B0","0120","ZOZOW1T-7043","B9HH8.flitered","B9HH8","QDMCJSZL"
"MKSQIFJP","J79708","1","NS","T0","B0","0120","ZNDMXI3-09","B9HH8.flitered","B9HH8","MKSQIFJP"
"TLEHZUEG","J79709","1","NS","T0","B0","0120","ZO94RDZ-11","B9HH8.flitered","B9HH8","TLEHZUEG"
"VDPSWMAJ","J79710","1","NS","T0","B0","0120","ZSUQ08V-06","B9HH8.flitered","B9HH8","VDPSWMAJ"
"GHFBMKAW","J79711","1","NS","T0","B0","0120","ZL9BTWF-6031","B9HH8.flitered","B9HH8","GHFBMKAW"
"DTBHEPYJ","J79712","1","NS","T0","B0","0120","ZKFV71L-6024","B9HH8.flitered","B9HH8","DTBHEPYJ"
"TDUVUUHH","J79713","1","NS","T0","B0","0120","ZLTUJTN-2031","B9HH8.flitered","B9HH8","TDUVUUHH"
"MQFDHXUV","J79714","1","NS","T0","B0","0120","ZOZOW1T-6043","B9GH6.flitered","B9GH6","MQFDHXUV"
"KPQIDIVO","J79715","1","NS","T0","B0","0120","ZWFDEY0-09","B9HH8.flitered","B9HH8","KPQIDIVO"
"DDISVCZS","J79716","1","NS","T0","B0","0120","ZWCZHHY-10","B9HH8.flitered","B9HH8","DDISVCZS"
"JDKYXEYJ","J79717","1","NS","T0","B0","0120","ZLTUJTN-2032","B9HH8.flitered","B9HH8","JDKYXEYJ"
"THVEBACZ","J79718","1","NS","T0","B0","0120","ZKFV71L-6025","B9HH8.flitered","B9HH8","THVEBACZ"
"WMXCEQYO","J79719","1","NS","T0","B0","0120","ZJOSZHK-02","B9HH8.flitered","B9HH8","WMXCEQYO"
"LLWTTSNS","J79720","1","NS","T0","B0","0120","ZLTUJTN-2033","B9HH8.flitered","B9HH8","LLWTTSNS"
"RHDBWWND","J79721","1","NS","T0","B0","0120","ZL9BTWF-6032","B9HH8.flitered","B9HH8","RHDBWWND"
"WYMSBIEU","J79722","1","NS","T0","B0","0120","ZVBQY1N-07","B9HH8.flitered","B9HH8","WYMSBIEU"
"EDSYJOBL","J79723","1","NS","T0","B0","0120","ZKFV71L-6026","B9HH8.flitered","B9HH8","EDSYJOBL"
"DILMUIQF","J79724","1","NS","T0","B0","0120","ZLTUJTN-2034","B9HH8.flitered","B9HH8","DILMUIQF"
"APYRSLVH","J79725","1","NS","T0","B0","0120","ZL9BTWF-6033","B9HH8.flitered","B9HH8","APYRSLVH"
"AOQDYUFD","J79726","1","NS","T0","B0","0120","ZX52KVK-6031","B9HH8.flitered","B9HH8","AOQDYUFD"
"CFYEHKIN","J79727","1","NS","T0","B0","0120","ZKFV71L-2023","B9HH8.flitered","B9HH8","CFYEHKIN"
"IFTAGNDN","J79728","1","NS","T0","B0","0120","ZTL5S2Y-1031","B9HH8.flitered","B9HH8","IFTAGNDN"
"RPHVEOSV","J79729","1","NS","T0","B0","0120","ZL9BTWF-6034","B9HH8.flitered","B9HH8","RPHVEOSV"
"IAJNDOQQ","J79730","1","NS","T0","B0","0120","ZX52KVK-6032","B9HH8.flitered","B9HH8","IAJNDOQQ"
"VLRQJKDC","J79731","1","NS","T0","B0","0120","ZTL5S2Y-1032","B9HH8.flitered","B9HH8","VLRQJKDC"
"QVZJAIXV","J79732","1","NS","T0","B0","0120","ZK112BX-14","B9HH8.flitered","B9HH8","QVZJAIXV"
"BDGGFCSB","J79733","1","NS","T0","B0","0120","ZY9XQJP-10","B9HH8.flitered","B9HH8","BDGGFCSB"
"UTAGMFVX","J79734","1","NS","T0","B0","0120","ZTL5S2Y-1033","B9HH8.flitered","B9HH8","UTAGMFVX"
"PSSKOGGG","J79735","1","NS","T0","B0","0120","ZL9BTWF-6035","B9HH8.flitered","B9HH8","PSSKOGGG"
"RHSMUGNP","J79736","1","NS","T0","B0","0120","ZLZNCLZ-14","B9HH8.flitered","B9HH8","RHSMUGNP"
"VSUGTEPX","J79737","1","NS","T0","B0","0120","ZPEL6L3-03","B9HH8.flitered","B9HH8","VSUGTEPX"
"TCXHMBAF","J79738","1","NS","T0","B0","0120","ZS78KHV-03","B9HH8.flitered","B9HH8","TCXHMBAF"
"ISOABKTK","J79739","1","NS","T0","B0","0120","ZOZOW1T-7044","B9HH8.flitered","B9HH8","ISOABKTK"
"TDBTSSWO","J79740","1","NS","T0","B0","0120","ZX52KVK-6033","B9HH8.flitered","B9HH8","TDBTSSWO"
"RRKKEPQA","J79741","1","NS","T0","B0","0120","ZL9BTWF-6036","B9HH8.flitered","B9HH8","RRKKEPQA"
"MQYWSVAT","J79742","1","NS","T0","B0","0120","ZX52KVK-6034","B9HH8.flitered","B9HH8","MQYWSVAT"
"SSJMERCE","J79743","1","NS","T0","B0","0120","ZN3TBJM-11","B9HH8.flitered","B9HH8","SSJMERCE"
"SNSOXMBA","J79744","1","NS","T0","B0","0120","ZUG7QHE-08","B9HH8.flitered","B9HH8","SNSOXMBA"
"TQQPAZTR","J79745","1","NS","T0","B0","0120","ZUF48YS-07","B9HH8.flitered","B9HH8","TQQPAZTR"
"AUSFUVLT","J79746","1","NS","T0","B0","0120","ZKVR426-14","B9HH8.flitered","B9HH8","AUSFUVLT"
"MDUYTWUH","J79747","1","NS","T0","B0","0120","ZMBVNFM-10","B9HH8.flitered","B9HH8","MDUYTWUH"
"MNOARNHT","J79748","1","NS","T0","B0","0120","ZUPAQVU-10","B9HH8.flitered","B9HH8","MNOARNHT"
"WMOBOUTJ","J79749","1","NS","T0","B0","0120","ZTL5S2Y-1034","B9HH8.flitered","B9HH8","WMOBOUTJ"
"HULKNSNP","J79750","1","NS","T0","B0","0120","ZN9YTFN-12","B9HH8.flitered","B9HH8","HULKNSNP"
"ZMCLUJQY","J79751","1","NS","T0","B0","0120","ZN3TBJM-2052","B9GH6.flitered","B9GH6","ZMCLUJQY"
"BRBDPVEH","J79752","1","NS","T0","B0","0120","ZX52KVK-6035","B9HH8.flitered","B9HH8","BRBDPVEH"
"TXTNYRKP","J79753","1","NS","T0","B0","0120","ZOZOW1T-7045","B9GH6.flitered","B9GH6","TXTNYRKP"
"KDNSIWTL","J79754","1","NS","T0","B0","0120","ZYXQKWY-09","B9GH6.flitered","B9GH6","KDNSIWTL"
"MUAEFURU","J79755","1","NS","T0","B0","0120","ZN3TBJM-2053","B9HH8.flitered","B9HH8","MUAEFURU"
"GUOZMDPY","J79756","1","NS","T0","B0","0120","ZSQNUZ5-06","B9HH8.flitered","B9HH8","GUOZMDPY"
"UHOIYDIS","J79757","1","NS","T0","B0","0120","ZY39SN0-09","B9HH8.flitered","B9HH8","UHOIYDIS"
"DIOUDKFU","J79758","1","NS","T0","B0","0120","ZW61YGW-08","B9HH8.flitered","B9HH8","DIOUDKFU"
"LVYSXZPW","J79759","1","NS","T0","B0","0120","ZR47VBL-04","B9HH8.flitered","B9HH8","LVYSXZPW"
"GNLVTEDC","J79760","1","NS","T0","B0","0120","ZR3WH7V-04","B9HH8.flitered","B9HH8","GNLVTEDC"
"LLLFDWAQ","J79761","1","NS","T0","B0","0120","ZX52KVK-6036","B9HH8.flitered","B9HH8","LLLFDWAQ"
"GKPTZPWY","J79762","1","NS","T0","B0","0120","ZLYEM2C-09","B9HH8.flitered","B9HH8","GKPTZPWY"
"BRJSJTAV","J79763","1","NS","T0","B0","0120","ZTMFN3O-07","B9HH8.flitered","B9HH8","BRJSJTAV"
"UMJDPSUT","J79764","1","NS","T0","B0","0120","ZTL5S2Y-1035","B9HH8.flitered","B9HH8","UMJDPSUT"
"VVCXVLGX","J79765","1","NS","T0","B0","0120","ZOZOW1T-7046","B9HH8.flitered","B9HH8","VVCXVLGX"
"DLGZZEMN","J79766","1","NS","T0","B0","0120","ZN3TBJM-2054","B9HH8.flitered","B9HH8","DLGZZEMN"
"BWWAZUCL","J79767","1","NS","T0","B0","0120","ZUL3S6O-08","B9HH8.flitered","B9HH8","BWWAZUCL"
"ZPTCPRZE","J79768","1","NS","T0","B0","0120","ZTXY83G-07","B9HH8.flitered","B9HH8","ZPTCPRZE"
"HJPPPQQV","J79769","1","NS","T0","B0","0120","ZN3TBJM-2055","B9HH8.flitered","B9HH8","HJPPPQQV"
"EOAFJJTO","J79770","1","NS","T0","B0","0120","ZOZOW1T-7047","B9HH8.flitered","B9HH8","EOAFJJTO"
"GPKAAZTZ","J79771","1","ST","T0","B0","0120","ZUG7QHE-07","B64B9.flitered","B64B9","GPKAAZTZ"
"CLTFNFPJ","J79772","1","ST","T0","B0","0120","ZUF48YS-06","B64B9.flitered","B64B9","CLTFNFPJ"
"SJDMNAEH","J79773","1","ST","T0","B0","0120","ZTL5S2Y-06","B64B9.flitered","B64B9","SJDMNAEH"
"PXNHKMAN","J79774","1","ST","T0","B0","0120","ZN3TBJM-2045","B64B9.flitered","B64B9","PXNHKMAN"
"JLEXWFQR","J79775","1","ST","T0","B0","0120","ZY1ZKJY-10","B64B9.flitered","B64B9","JLEXWFQR"
"KWULEEKF","J79776","1","ST","T0","B0","0120","ZKVR426-13","B64B9.flitered","B64B9","KWULEEKF"
"TIPVXPAY","J79777","1","ST","T0","B0","0120","ZL9BTWF-6025","B64B9.flitered","B64B9","TIPVXPAY"
"LGJJCREF","J79778","1","ST","T0","B0","0120","ZN9YTFN-11","B64B9.flitered","B64B9","LGJJCREF"
"DRWSLIFC","J79779","1","ST","T0","B0","0120","ZOZOW1T-7040","B64B9.flitered","B64B9","DRWSLIFC"
"FKFMJFHA","J79780","1","ST","T0","B0","0120","ZL9BTWF-6024","B64B9.flitered","B64B9","FKFMJFHA"
"ETDSLAUF","J79781","1","ST","T0","B0","0120","ZL63I8R-15","B64B9.flitered","B64B9","ETDSLAUF"
